Year,Month,Day,Closing_price
2015,6,12,1597.33
2015,6,11,1604.89
2015,6,10,1610.38
2015,6,9,1587.84
2015,6,8,1589.57
2015,6,5,1606.45
2015,6,4,1625.02
2015,6,3,1641.69
2015,6,2,1638.65
2015,6,1,1649.59
2015,5,29,1644.99
2015,5,28,1667.06
2015,5,27,1664.08
2015,5,26,1638.49
2015,5,25,1650.69
2015,5,22,1648.46
2015,5,21,1642.19
2015,5,20,1637.48
2015,5,19,1633.26
2015,5,18,1622.57
2015,5,15,1616.48
2015,5,13,1622.01
2015,5,12,1600.1
2015,5,11,1617.03
2015,5,8,1616.45
2015,5,7,1587.65
2015,5,6,1584.18
2015,5,5,1595.48
2015,5,4,1634.1
2015,4,30,1628.04
2015,4,29,1636.18
2015,4,28,1679.52
2015,4,27,1719.93
2015,4,24,1698.51
2015,4,23,1689.77
2015,4,22,1706.25
2015,4,21,1694.73
2015,4,20,1678.28
2015,4,17,1655.72
2015,4,16,1690.93
2015,4,15,1710.61
2015,4,14,1701.39
2015,4,13,1700.36
2015,4,10,1699.96
2015,4,9,1695.94
2015,4,8,1686.77
2015,4,7,1697.43
2015,4,2,1675.52
2015,4,1,1669.49
2015,3,31,1667.73
2015,3,30,1687.17
2015,3,27,1662.56
2015,3,26,1675.61
2015,3,25,1694.39
2015,3,24,1701.29
2015,3,23,1698.38
2015,3,20,1710.87
2015,3,19,1707.5
2015,3,18,1703.96
2015,3,17,1675.88
2015,3,16,1689.67
2015,3,13,1665.13
2015,3,12,1661.69
2015,3,11,1663.31
2015,3,10,1641.71
2015,3,9,1660.36
2015,3,6,1662.55
2015,3,5,1669.56
2015,3,4,1664.5
2015,3,3,1661.87
2015,3,2,1686.64
2015,2,27,1691.03
2015,2,26,1684.83
2015,2,25,1678.73
2015,2,24,1683.92
2015,2,23,1679.48
2015,2,20,1664.33
2015,2,19,1662.24
2015,2,18,1652.15
2015,2,17,1630.99
2015,2,16,1644.29
2015,2,13,1642.04
2015,2,12,1624.35
2015,2,11,1593.03
2015,2,10,1602.74
2015,2,9,1591.4
2015,2,6,1599.55
2015,2,5,1586.13
2015,2,4,1579.31
2015,2,3,1593.42
2015,2,2,1575.95
2015,1,30,1573.62
2015,1,29,1570.39
2015,1,28,1562.54
2015,1,27,1533.37
2015,1,26,1554.7
2015,1,23,1536.39
2015,1,22,1523.8
2015,1,21,1501.22
2015,1,20,1491.59
2015,1,19,1476.31
2015,1,16,1468.9
2015,1,15,1457.36
2015,1,14,1434.79
2015,1,13,1465.66
2015,1,12,1453.64
2015,1,9,1444.46
2015,1,8,1456.72
2015,1,7,1421.34
2015,1,5,1454.81
2015,1,2,1463.78
2014,12,30,1464.55
2014,12,29,1478.93
2014,12,23,1470.49
2014,12,22,1461.75
2014,12,19,1452.36
2014,12,18,1441.85
2014,12,17,1405.35
2014,12,16,1413.58
2014,12,15,1408.75
2014,12,12,1425.86
2014,12,11,1454.45
2014,12,10,1452.8
2014,12,9,1452.24
2014,12,8,1467.88
2014,12,5,1474.7
2014,12,4,1447.82
2014,12,3,1464.84
2014,12,2,1450.07
2014,12,1,1450.03
2014,11,28,1461.34
2014,11,27,1465.96
2014,11,26,1457.81
2014,11,25,1467.36
2014,11,24,1456.59
2014,11,21,1447.53
2014,11,20,1423.71
2014,11,19,1428.01
2014,11,18,1432.38
2014,11,17,1419.92
2014,11,14,1415.6
2014,11,13,1422.76
2014,11,12,1408.86
2014,11,11,1424.93
2014,11,10,1417.82
2014,11,7,1410.88
2014,11,6,1415.3
2014,11,5,1414.09
2014,11,4,1399.87
2014,11,3,1399.05
2014,10,31,1412.84
2014,10,30,1397.18
2014,10,29,1389.95
2014,10,28,1380.83
2014,10,27,1360.33
2014,10,24,1358.57
2014,10,23,1361.88
2014,10,22,1344.34
2014,10,21,1338.12
2014,10,20,1306.44
2014,10,17,1310.46
2014,10,16,1271.01
2014,10,15,1269.91
2014,10,14,1307.86
2014,10,13,1294.64
2014,10,10,1302.34
2014,10,9,1322.31
2014,10,8,1331.83
2014,10,7,1337.63
2014,10,6,1365.71
2014,10,3,1369.52
2014,10,2,1353.93
2014,10,1,1381.59
2014,9,30,1403
2014,9,29,1392.39
2014,9,26,1396.2
2014,9,25,1393.09
2014,9,24,1411.23
2014,9,23,1405.32
2014,9,22,1418.29
2014,9,19,1421.48
2014,9,18,1416.79
2014,9,17,1407.04
2014,9,16,1395.29
2014,9,15,1393.22
2014,9,12,1388.59
2014,9,11,1382.85
2014,9,10,1387.38
2014,9,9,1382.78
2014,9,8,1392.73
2014,9,5,1388.39
2014,9,4,1397.99
2014,9,3,1398.48
2014,9,2,1387.94
2014,9,1,1386.97
2014,8,29,1388.89
2014,8,28,1383.03
2014,8,27,1397.41
2014,8,26,1397.54
2014,8,25,1394.69
2014,8,22,1382.72
2014,8,21,1385.03
2014,8,20,1373.5
2014,8,19,1376.61
2014,8,18,1369.32
2014,8,15,1352.98
2014,8,14,1353.94
2014,8,13,1361.82
2014,8,12,1349.96
2014,8,11,1357.36
2014,8,8,1331.56
2014,8,7,1334.4
2014,8,6,1344.3
2014,8,5,1366.13
2014,8,4,1361.03
2014,8,1,1361.44
2014,7,31,1379.87
2014,7,30,1398.23
2014,7,29,1397.89
2014,7,28,1400.87
2014,7,25,1404.12
2014,7,24,1405.7
2014,7,23,1398.13
2014,7,22,1399.09
2014,7,21,1383.53
2014,7,18,1387.37
2014,7,17,1376.36
2014,7,16,1393.12
2014,7,15,1372.25
2014,7,14,1382.55
2014,7,11,1362.35
2014,7,10,1357.82
2014,7,9,1379.77
2014,7,8,1381.59
2014,7,7,1397.11
2014,7,4,1399.94
2014,7,3,1409.44
2014,7,2,1388.11
2014,7,1,1384.36
2014,6,30,1376.81
2014,6,27,1379.02
2014,6,26,1372.38
2014,6,25,1380.5
2014,6,24,1400.37
2014,6,23,1396.08
2014,6,19,1386.04
2014,6,18,1378.42
2014,6,17,1384.27
2014,6,16,1382.98
2014,6,13,1390.15
2014,6,12,1397.67
2014,6,11,1400.35
2014,6,10,1406.22
2014,6,9,1406.44
2014,6,5,1391.2
2014,6,4,1397.47
2014,6,3,1395.77
2014,6,2,1399.4
2014,5,30,1402.08
2014,5,28,1392.85
2014,5,27,1395.39
2014,5,26,1394.15
2014,5,23,1392.28
2014,5,22,1388.52
2014,5,21,1385.86
2014,5,20,1381.27
2014,5,19,1379.92
2014,5,16,1382.14
2014,5,15,1385.84
2014,5,14,1375.93
2014,5,13,1373.62
2014,5,12,1364.78
2014,5,9,1354.34
2014,5,8,1359.13
2014,5,7,1343.13
2014,5,6,1352.98
2014,5,5,1358.59
2014,5,2,1360.19
2014,4,30,1364.39
2014,4,29,1371.65
2014,4,28,1357.56
2014,4,25,1360.35
2014,4,24,1365.27
2014,4,23,1353.06
2014,4,22,1369.45
2014,4,17,1341.56
2014,4,16,1342.55
2014,4,15,1329.28
2014,4,14,1348.22
2014,4,11,1344.12
2014,4,10,1354.99
2014,4,9,1366.53
2014,4,8,1361.53
2014,4,7,1357.31
2014,4,4,1369.69
2014,4,3,1368.88
2014,4,2,1377.5
2014,4,1,1375.01
2014,3,31,1364.97
2014,3,28,1346.48
2014,3,27,1341.69
2014,3,26,1351.48
2014,3,25,1350.67
2014,3,24,1335.5
2014,3,21,1351.43
2014,3,20,1352.47
2014,3,19,1360.48
2014,3,18,1359.07
2014,3,17,1349.39
2014,3,14,1326.82
2014,3,13,1337.23
2014,3,12,1346.36
2014,3,11,1359.18
2014,3,10,1359.93
2014,3,7,1358.36
2014,3,6,1374.32
2014,3,5,1364.92
2014,3,4,1363.44
2014,3,3,1335.56
2014,2,28,1369.13
2014,2,27,1368.83
2014,2,26,1373.36
2014,2,25,1371.94
2014,2,24,1370.11
2014,2,21,1349.12
2014,2,20,1341.85
2014,2,19,1338
2014,2,18,1329.04
2014,2,17,1342.2
2014,2,14,1335.89
2014,2,13,1330.38
2014,2,12,1330.02
2014,2,11,1335.12
2014,2,10,1318.65
2014,2,7,1313.2
2014,2,6,1308.14
2014,2,5,1292.46
2014,2,4,1280.99
2014,2,3,1285.91
2014,1,31,1304.45
2014,1,30,1302.83
2014,1,29,1310.13
2014,1,28,1318.41
2014,1,27,1317.24
2014,1,24,1318.53
2014,1,23,1339.8
2014,1,22,1355.24
2014,1,21,1350.02
2014,1,20,1350.98
2014,1,17,1350.1
2014,1,16,1342.65
2014,1,15,1342.99
2014,1,14,1323.89
2014,1,13,1328.65
2014,1,10,1329.84
2014,1,9,1323.58
2014,1,8,1324.83
2014,1,7,1326.24
2014,1,3,1325.12
2014,1,2,1324.35
2013,12,30,1332.95
2013,12,27,1334.42
2013,12,23,1320.56
2013,12,20,1309.92
2013,12,19,1300.89
2013,12,18,1275.12
2013,12,17,1263.26
2013,12,16,1269.08
2013,12,13,1255.71
2013,12,12,1255
2013,12,11,1268.05
2013,12,10,1270.2
2013,12,9,1283.35
2013,12,6,1274.63
2013,12,5,1269.51
2013,12,4,1279.03
2013,12,3,1281.32
2013,12,2,1304.58
2013,11,29,1307.71
2013,11,28,1315.21
2013,11,27,1310.13
2013,11,26,1305.78
2013,11,25,1306.13
2013,11,22,1297.87
2013,11,21,1290.5
2013,11,20,1294.7
2013,11,19,1299.51
2013,11,18,1304.8
2013,11,15,1295.93
2013,11,14,1289.17
2013,11,13,1274.7
2013,11,12,1279.86
2013,11,11,1287.71
2013,11,8,1281.86
2013,11,7,1284.69
2013,11,6,1283.48
2013,11,5,1274.07
2013,11,4,1281.41
2013,11,1,1278.42
2013,10,31,1283.52
2013,10,30,1291.14
2013,10,29,1290.78
2013,10,28,1288.42
2013,10,25,1290.63
2013,10,24,1298.6
2013,10,23,1291.62
2013,10,22,1300.23
2013,10,21,1288.55
2013,10,18,1283.9
2013,10,17,1266.91
2013,10,16,1266.01
2013,10,15,1265.46
2013,10,14,1258.72
2013,10,11,1266.39
2013,10,10,1260.52
2013,10,9,1235.36
2013,10,8,1241.82
2013,10,7,1246.86
2013,10,4,1251.39
2013,10,3,1256.27
2013,10,2,1260.24
2013,10,1,1268.35
2013,9,30,1259.6
2013,9,27,1269.48
2013,9,26,1275.23
2013,9,25,1265.69
2013,9,24,1282.73
2013,9,23,1274.77
2013,9,20,1285.78
2013,9,19,1286.49
2013,9,18,1276.74
2013,9,17,1274.22
2013,9,16,1278.41
2013,9,13,1265.97
2013,9,12,1268.3
2013,9,11,1270.66
2013,9,10,1268.22
2013,9,9,1249.11
2013,9,6,1249.05
2013,9,5,1243.9
2013,9,4,1242.52
2013,9,3,1238.64
2013,9,2,1230.88
2013,8,30,1214.35
2013,8,29,1224.31
2013,8,28,1218.15
2013,8,27,1224.85
2013,8,26,1245.99
2013,8,23,1243.82
2013,8,22,1237.14
2013,8,21,1226.05
2013,8,20,1247.15
2013,8,19,1250.84
2013,8,16,1255.02
2013,8,15,1245.35
2013,8,14,1262.48
2013,8,13,1260.44
2013,8,12,1253.69
2013,8,9,1253.79
2013,8,8,1249.22
2013,8,7,1240.41
2013,8,6,1242.12
2013,8,5,1251.77
2013,8,2,1250.54
2013,8,1,1248.38
2013,7,31,1234.07
2013,7,30,1236.86
2013,7,29,1226.98
2013,7,26,1227.86
2013,7,25,1232.95
2013,7,24,1230.34
2013,7,23,1216.68
2013,7,22,1213.38
2013,7,19,1221.21
2013,7,18,1217.57
2013,7,17,1211.1
2013,7,16,1212.62
2013,7,15,1215.23
2013,7,12,1210.73
2013,7,11,1211.37
2013,7,10,1195.31
2013,7,9,1194.75
2013,7,8,1182.64
2013,7,5,1167.52
2013,7,4,1175.22
2013,7,3,1154.54
2013,7,2,1161.38
2013,7,1,1165.64
2013,6,28,1151
2013,6,27,1161
2013,6,26,1144.78
2013,6,25,1129.25
2013,6,24,1112.14
2013,6,20,1138.6
2013,6,19,1174.84
2013,6,18,1193.95
2013,6,17,1191.39
2013,6,14,1177.59
2013,6,13,1173.57
2013,6,12,1177.26
2013,6,11,1184.62
2013,6,10,1192.86
2013,6,7,1192.98
2013,6,5,1185.04
2013,6,4,1207.56
2013,6,3,1209.71
2013,5,31,1214.77
2013,5,30,1225.18
2013,5,29,1222.37
2013,5,28,1244.04
2013,5,27,1231.68
2013,5,24,1217.06
2013,5,23,1224.45
2013,5,22,1254.57
2013,5,21,1248.14
2013,5,20,1243.37
2013,5,17,1244.25
2013,5,16,1235
2013,5,15,1230.12
2013,5,14,1224.85
2013,5,13,1223.89
2013,5,10,1227.31
2013,5,8,1221.83
2013,5,7,1208.1
2013,5,6,1205.17
2013,5,3,1203.34
2013,5,2,1194.42
2013,4,30,1198.99
2013,4,29,1198.11
2013,4,26,1194.66
2013,4,25,1194.86
2013,4,24,1176.91
2013,4,23,1172.79
2013,4,22,1143.3
2013,4,19,1147.31
2013,4,18,1146.65
2013,4,17,1147.48
2013,4,16,1167.48
2013,4,15,1177.61
2013,4,12,1185.33
2013,4,11,1195.53
2013,4,10,1193.66
2013,4,9,1175.62
2013,4,8,1164.85
2013,4,5,1168.79
2013,4,4,1183.01
2013,4,3,1203.38
2013,4,2,1210.08
2013,3,28,1201.19
2013,3,27,1194.49
2013,3,26,1194.99
2013,3,25,1195.58
2013,3,22,1196.43
2013,3,21,1187.72
2013,3,20,1203.1
2013,3,19,1195.98
2013,3,18,1209.67
2013,3,15,1217.35
2013,3,14,1221.85
2013,3,13,1210.89
2013,3,12,1208.52
2013,3,11,1218.08
2013,3,8,1215.14
2013,3,7,1208.09
2013,3,6,1208.39
2013,3,5,1217.41
2013,3,4,1203.47
2013,3,1,1199.21
2013,2,28,1199.4
2013,2,27,1194.07
2013,2,26,1180.9
2013,2,25,1199.44
2013,2,22,1205.1
2013,2,21,1188.95
2013,2,20,1200.54
2013,2,19,1193.77
2013,2,18,1185.98
2013,2,15,1183.43
2013,2,14,1182.91
2013,2,13,1185.46
2013,2,12,1175.98
2013,2,11,1171.01
2013,2,8,1175.05
2013,2,7,1165.71
2013,2,6,1174.79
2013,2,5,1175.54
2013,2,4,1161.19
2013,2,1,1176.11
2013,1,31,1169.17
2013,1,30,1173.38
2013,1,29,1161.97
2013,1,28,1160.25
2013,1,25,1158.5
2013,1,24,1146.93
2013,1,23,1140.82
2013,1,22,1139.15
2013,1,21,1143.09
2013,1,18,1135.02
2013,1,17,1136.2
2013,1,16,1130.62
2013,1,15,1127.51
2013,1,14,1132.84
2013,1,11,1132.28
2013,1,10,1126.87
2013,1,9,1127.67
2013,1,8,1125.39
2013,1,7,1130.13
2013,1,4,1136.77
2013,1,3,1130.4
2013,1,2,1129.96
2012,12,28,1104.73
2012,12,27,1110.91
2012,12,21,1107.93
2012,12,20,1108.07
2012,12,19,1108.94
2012,12,18,1107.48
2012,12,17,1101.71
2012,12,14,1098.08
2012,12,13,1092.12
2012,12,12,1103.35
2012,12,11,1108.96
2012,12,10,1105.95
2012,12,7,1098.62
2012,12,6,1098.03
2012,12,5,1091.33
2012,12,4,1088.6
2012,12,3,1088.88
2012,11,30,1085.85
2012,11,29,1085.03
2012,11,28,1069.39
2012,11,27,1071.73
2012,11,26,1068.98
2012,11,23,1071.77
2012,11,22,1060.98
2012,11,21,1053.64
2012,11,20,1053.91
2012,11,19,1051.36
2012,11,16,1027.04
2012,11,15,1038.33
2012,11,14,1052.22
2012,11,13,1052.98
2012,11,12,1052.3
2012,11,9,1052.15
2012,11,8,1055.52
2012,11,7,1056.4
2012,11,6,1072.48
2012,11,5,1063.35
2012,11,2,1069.91
2012,11,1,1062.51
2012,10,31,1052.11
2012,10,30,1059.2
2012,10,29,1055.57
2012,10,26,1059.2
2012,10,25,1057.74
2012,10,24,1050.47
2012,10,23,1048.6
2012,10,22,1067.28
2012,10,19,1064.64
2012,10,18,1082.72
2012,10,17,1075.5
2012,10,16,1072.86
2012,10,15,1063.71
2012,10,12,1058.7
2012,10,11,1065.34
2012,10,10,1061.55
2012,10,9,1073.66
2012,10,8,1079.91
2012,10,5,1093.54
2012,10,4,1083.09
2012,10,3,1080.24
2012,10,2,1084.97
2012,10,1,1085.14
2012,9,28,1072.45
2012,9,27,1083.62
2012,9,26,1088.16
2012,9,25,1105.73
2012,9,24,1099.73
2012,9,21,1099.89
2012,9,20,1100.23
2012,9,19,1106.43
2012,9,18,1100.98
2012,9,17,1108.53
2012,9,14,1114.98
2012,9,13,1086.3
2012,9,12,1085.76
2012,9,11,1076.57
2012,9,10,1067.57
2012,9,7,1070.87
2012,9,6,1058.45
2012,9,5,1038.13
2012,9,4,1035.74
2012,9,3,1049.52
2012,8,31,1043.93
2012,8,30,1038.38
2012,8,29,1045.73
2012,8,28,1040.83
2012,8,27,1065.55
2012,8,24,1058.58
2012,8,23,1055.17
2012,8,22,1061.8
2012,8,21,1085.07
2012,8,20,1084.06
2012,8,17,1091.45
2012,8,16,1078.04
2012,8,15,1075.17
2012,8,14,1079.46
2012,8,13,1077.27
2012,8,10,1079.52
2012,8,9,1083.67
2012,8,8,1079.95
2012,8,7,1075.7
2012,8,6,1076.44
2012,8,3,1081.07
2012,8,2,1058.1
2012,8,1,1065.91
2012,7,31,1068.16
2012,7,30,1066.13
2012,7,27,1059.75
2012,7,26,1048.37
2012,7,25,1029.3
2012,7,24,1021.77
2012,7,23,1021.81
2012,7,20,1041.56
2012,7,19,1050.71
2012,7,18,1032.82
2012,7,17,1024.44
2012,7,16,1037.8
2012,7,13,1030.94
2012,7,12,1013.72
2012,7,11,1026.12
2012,7,10,1028.09
2012,7,9,1020.44
2012,7,6,1023.87
2012,7,5,1035.87
2012,7,4,1038.42
2012,7,3,1040.16
2012,7,2,1024.86
2012,6,29,1019.06
2012,6,28,979.53
2012,6,27,991.97
2012,6,26,981.64
2012,6,25,985.34
2012,6,21,1009.84
2012,6,20,1014.99
2012,6,19,1000.19
2012,6,18,981.05
2012,6,15,977.53
2012,6,14,971.66
2012,6,13,976.01
2012,6,12,987.16
2012,6,11,982.29
2012,6,8,975.76
2012,6,7,981.95
2012,6,5,951.91
2012,6,4,946.12
2012,6,1,956.7
2012,5,31,975.98
2012,5,30,986.61
2012,5,29,1001.83
2012,5,28,985.12
2012,5,25,985.03
2012,5,24,986.62
2012,5,23,974.56
2012,5,22,1000.53
2012,5,21,975.97
2012,5,18,955.98
2012,5,16,986.94
2012,5,15,999.22
2012,5,14,1004.87
2012,5,11,1032.41
2012,5,10,1026.5
2012,5,9,1018.53
2012,5,8,1018.54
2012,5,7,1030.71
2012,5,4,1031.95
2012,5,3,1059.9
2012,5,2,1051.48
2012,4,30,1059.62
2012,4,27,1056.67
2012,4,26,1035.01
2012,4,25,1041.67
2012,4,24,1026.62
2012,4,23,1007.32
2012,4,20,1055.73
2012,4,19,1041.64
2012,4,18,1036.15
2012,4,17,1055.24
2012,4,16,1036.41
2012,4,13,1027.72
2012,4,12,1049.86
2012,4,11,1026.8
2012,4,10,1013.62
2012,4,5,1036.4
2012,4,4,1041.61
2012,4,3,1080.56
2012,4,2,1086.47
2012,3,30,1074.48
2012,3,29,1058.32
2012,3,28,1083.92
2012,3,27,1095.42
2012,3,26,1102.88
2012,3,23,1084.29
2012,3,22,1077.34
2012,3,21,1088.76
2012,3,20,1104.62
2012,3,19,1121.39
2012,3,16,1123.35
2012,3,15,1121.1
2012,3,14,1115.66
2012,3,13,1106.12
2012,3,12,1092.31
2012,3,9,1089.8
2012,3,8,1091.31
2012,3,7,1062.64
2012,3,6,1057.57
2012,3,5,1097.42
2012,3,2,1105.11
2012,3,1,1104.58
2012,2,29,1101.76
2012,2,28,1102.17
2012,2,27,1093.57
2012,2,24,1100.01
2012,2,23,1096.17
2012,2,22,1096.06
2012,2,21,1106.42
2012,2,20,1111.96
2012,2,17,1099.55
2012,2,16,1088.18
2012,2,15,1082.7
2012,2,14,1069.64
2012,2,13,1074.31
2012,2,10,1065.37
2012,2,9,1077.12
2012,2,8,1074.61
2012,2,7,1074.37
2012,2,6,1074.11
2012,2,3,1078.66
2012,2,2,1066.12
2012,2,1,1065.29
2012,1,31,1036.34
2012,1,30,1028.36
2012,1,27,1041.4
2012,1,26,1046.01
2012,1,25,1026
2012,1,24,1034.04
2012,1,23,1042.37
2012,1,20,1033.3
2012,1,19,1037.82
2012,1,18,1028.62
2012,1,17,1025.06
2012,1,16,1013.51
2012,1,13,1009
2012,1,12,1015.5
2012,1,11,1009.61
2012,1,10,1012.68
2012,1,9,996.89
2012,1,5,1002.18
2012,1,4,1006.31
2012,1,3,1018.8
2012,1,2,999.43
2011,12,30,987.85
2011,12,29,977.52
2011,12,28,969.36
2011,12,27,976.9
2011,12,23,982.08
2011,12,22,970.9
2011,12,21,959.6
2011,12,20,959.67
2011,12,19,934.27
2011,12,16,937.69
2011,12,15,946.68
2011,12,14,939.3
2011,12,13,956.12
2011,12,12,941.85
2011,12,9,963.25
2011,12,8,956.57
2011,12,7,978.82
2011,12,6,977.46
2011,12,5,988.71
2011,12,2,974.48
2011,12,1,967.31
2011,11,30,979.36
2011,11,29,931.44
2011,11,28,927.16
2011,11,25,889.22
2011,11,24,886.51
2011,11,23,888.81
2011,11,22,905.76
2011,11,21,907.4
2011,11,18,941.25
2011,11,17,947.46
2011,11,16,961.17
2011,11,15,959.34
2011,11,14,962.91
2011,11,11,976.51
2011,11,10,945.9
2011,11,9,946.72
2011,11,8,970.45
2011,11,7,968.39
2011,11,4,987.16
2011,11,3,979.78
2011,11,2,964.9
2011,11,1,945.86
2011,10,31,990.44
2011,10,28,1025.72
2011,10,27,1029.34
2011,10,26,983.08
2011,10,25,975.67
2011,10,24,978.08
2011,10,21,965.2
2011,10,20,934.05
2011,10,19,942.22
2011,10,18,945.53
2011,10,17,939.4
2011,10,14,956.39
2011,10,13,936.22
2011,10,12,957.74
2011,10,11,946.78
2011,10,10,948.29
2011,10,7,918.28
2011,10,6,920.5
2011,10,5,899.76
2011,10,4,867.02
2011,10,3,902.72
2011,9,30,910.17
2011,9,29,930.36
2011,9,28,904.35
2011,9,27,927.27
2011,9,26,872.98
2011,9,23,862.35
2011,9,22,862.17
2011,9,21,906.4
2011,9,20,918.76
2011,9,19,895.42
2011,9,16,927.15
2011,9,15,924.62
2011,9,14,890.68
2011,9,13,878.4
2011,9,12,862.58
2011,9,9,884.6
2011,9,8,918.82
2011,9,7,918.02
2011,9,6,887.27
2011,9,5,887.41
2011,9,2,932.1
2011,9,1,961.55
2011,8,31,954.63
2011,8,30,930.13
2011,8,29,927.37
2011,8,26,904.32
2011,8,25,903.21
2011,8,24,916.26
2011,8,23,905.67
2011,8,22,887.85
2011,8,19,877.43
2011,8,18,893.08
2011,8,17,957.53
2011,8,16,957.37
2011,8,15,967.58
2011,8,12,957.59
2011,8,11,937.7
2011,8,10,904.58
2011,8,9,930.03
2011,8,8,902.07
2011,8,5,947.78
2011,8,4,939.63
2011,8,3,981.51
2011,8,2,1012.7
2011,8,1,1039.05
2011,7,29,1065.97
2011,7,28,1068.79
2011,7,27,1070.5
2011,7,26,1078.13
2011,7,25,1086.38
2011,7,22,1091
2011,7,21,1088.16
2011,7,20,1093.59
2011,7,19,1076.71
2011,7,18,1056.12
2011,7,15,1079.64
2011,7,14,1091.62
2011,7,13,1108.13
2011,7,12,1099.19
2011,7,11,1103.39
2011,7,8,1120.58
2011,7,7,1135.15
2011,7,6,1118.86
2011,7,5,1127.26
2011,7,4,1125.91
2011,7,1,1118.05
2011,6,30,1115.23
2011,6,29,1100.03
2011,6,28,1072.36
2011,6,27,1068.89
2011,6,23,1055.24
2011,6,22,1073.15
2011,6,21,1092.07
2011,6,20,1067.3
2011,6,17,1083.44
2011,6,16,1078.5
2011,6,15,1089.38
2011,6,14,1106.49
2011,6,13,1089.92
2011,6,10,1095.69
2011,6,9,1112.25
2011,6,8,1102.96
2011,6,7,1128.86
2011,6,3,1133.67
2011,6,1,1159.47
2011,5,31,1151.36
2011,5,30,1146.41
2011,5,27,1149.12
2011,5,26,1140.4
2011,5,25,1151.92
2011,5,24,1134.97
2011,5,23,1137.69
2011,5,20,1167.07
2011,5,19,1166.15
2011,5,18,1158.06
2011,5,17,1157.68
2011,5,16,1173.48
2011,5,13,1166.54
2011,5,12,1166.53
2011,5,11,1173.79
2011,5,10,1167.53
2011,5,9,1157.13
2011,5,6,1157.83
2011,5,5,1148.83
2011,5,4,1148.64
2011,5,3,1153.87
2011,5,2,1163.46
2011,4,29,1162.84
2011,4,28,1161.46
2011,4,27,1154.47
2011,4,26,1153.46
2011,4,21,1141.13
2011,4,20,1140.58
2011,4,19,1116.84
2011,4,18,1106.79
2011,4,15,1123.81
2011,4,14,1129.88
2011,4,13,1137.87
2011,4,12,1131.72
2011,4,11,1148.69
2011,4,8,1151.37
2011,4,7,1145.56
2011,4,6,1156.52
2011,4,5,1149.13
2011,4,4,1151.27
2011,4,1,1145.6
2011,3,31,1134.87
2011,3,30,1138.06
2011,3,29,1130.71
2011,3,28,1132.27
2011,3,25,1127.1
2011,3,24,1127.08
2011,3,23,1113.27
2011,3,22,1105.94
2011,3,21,1106.92
2011,3,18,1091.37
2011,3,17,1075.33
2011,3,16,1055.45
2011,3,15,1064.6
2011,3,14,1091.56
2011,3,11,1102.22
2011,3,10,1118.99
2011,3,9,1126.58
2011,3,8,1122.89
2011,3,7,1117.98
2011,3,4,1112.38
2011,3,3,1110.8
2011,3,2,1103.61
2011,3,1,1119.16
2011,2,28,1128.66
2011,2,25,1116.79
2011,2,24,1102.3
2011,2,23,1098.07
2011,2,22,1112.35
2011,2,21,1113.98
2011,2,18,1117.23
2011,2,17,1110.69
2011,2,16,1128
2011,2,15,1125.85
2011,2,14,1134.05
2011,2,11,1139.97
2011,2,10,1127
2011,2,9,1134.83
2011,2,8,1132.83
2011,2,7,1140.5
2011,2,4,1139.31
2011,2,3,1138.72
2011,2,2,1130.42
2011,2,1,1146.79
2011,1,31,1147.22
2011,1,28,1151.8
2011,1,27,1165.71
2011,1,26,1173.85
2011,1,25,1152.69
2011,1,24,1148.74
2011,1,21,1150.84
2011,1,20,1136.42
2011,1,19,1155.64
2011,1,18,1179.29
2011,1,17,1169.53
2011,1,14,1173.28
2011,1,13,1174.43
2011,1,12,1174.1
2011,1,11,1174.36
2011,1,10,1152.61
2011,1,7,1159.45
2011,1,5,1151.8
2011,1,4,1165.88
2011,1,3,1176.85
2010,12,30,1155.57
2010,12,29,1165.11
2010,12,28,1159.8
2010,12,27,1160.28
2010,12,23,1160.55
2010,12,22,1163.27
2010,12,21,1166
2010,12,20,1154.19
2010,12,17,1153.13
2010,12,16,1153.85
2010,12,15,1156.4
2010,12,14,1155.84
2010,12,13,1146.15
2010,12,10,1139.16
2010,12,9,1133.52
2010,12,8,1145.63
2010,12,7,1148.98
2010,12,6,1144.44
2010,12,3,1149.56
2010,12,2,1145.51
2010,12,1,1134.27
2010,11,30,1107.05
2010,11,29,1104.35
2010,11,26,1110.11
2010,11,25,1111.16
2010,11,24,1100
2010,11,23,1088.81
2010,11,22,1106.55
2010,11,19,1110.55
2010,11,18,1106.32
2010,11,17,1086.53
2010,11,16,1083.92
2010,11,15,1104.04
2010,11,12,1094.55
2010,11,11,1103.12
2010,11,10,1106.34
2010,11,9,1113.42
2010,11,8,1105.31
2010,11,5,1098.69
2010,11,4,1109.37
2010,11,3,1089.47
2010,11,2,1096.59
2010,11,1,1091.69
2010,10,29,1089.32
2010,10,28,1091.65
2010,10,27,1103.86
2010,10,26,1106.48
2010,10,25,1110.38
2010,10,22,1109.96
2010,10,21,1116.63
2010,10,20,1098.88
2010,10,19,1095.46
2010,10,18,1097.3
2010,10,15,1094.52
2010,10,14,1098.43
2010,10,13,1104.08
2010,10,12,1089.89
2010,10,11,1092.34
2010,10,8,1085.51
2010,10,7,1085.78
2010,10,6,1089.08
2010,10,5,1089.31
2010,10,4,1068.74
2010,10,1,1082.37
2010,9,30,1087.71
